ASV_ID	Bomok1	Bomok2	Bomok3	Bomok4	Gangjeong1	Gangjeong2	Gangjeong3	Gangjeong4
ASV1934	0	0	0	0	0	0	2	2
ASV1935	0	0	0	0	0	0	2	2
ASV1936	0	0	0	0	0	0	2	2
ASV1937	0	0	0	0	0	0	2	2
ASV1938	0	0	0	0	0	0	2	2
ASV1939	0	0	0	0	0	0	2	2
ASV1940	0	0	0	0	0	0	2	2
ASV1941	0	0	0	0	0	0	2	2
ASV1942	0	0	0	0	0	0	2	2
ASV1943	0	0	0	0	0	0	2	2
ASV1944	0	0	0	0	0	0	2	2
ASV1945	0	0	0	0	0	0	2	2
ASV1946	0	0	0	0	0	0	2	2
ASV1947	0	0	0	0	0	0	2	2
ASV1948	0	0	0	0	0	0	2	2
ASV1949	0	0	0	0	0	0	2	2
ASV1950	3	0	0	0	0	0	0	0
ASV1951	3	0	0	0	0	0	0	0
ASV1952	3	0	0	0	0	0	0	0
ASV1953	3	0	0	0	0	0	0	0
ASV1954	3	0	0	0	0	0	0	0
ASV1955	3	0	0	0	0	0	0	0
ASV1956	3	0	0	0	0	0	0	0
ASV1957	3	0	0	0	0	0	0	0
ASV1958	3	0	0	0	0	0	0	0
ASV1959	3	0	0	0	0	0	0	0
ASV1960	3	0	0	0	0	0	0	0
ASV1961	3	0	0	0	0	0	0	0
ASV1962	0	3	0	0	0	0	0	0
ASV1963	0	3	0	0	0	0	0	0
ASV1964	0	3	0	0	0	0	0	0
ASV1965	0	3	0	0	0	0	0	0
ASV1966	0	3	0	0	0	0	0	0
ASV1967	0	3	0	0	0	0	0	0
ASV1968	0	3	0	0	0	0	0	0
ASV1969	0	3	0	0	0	0	0	0
ASV1970	0	3	0	0	0	0	0	0
ASV1971	0	3	0	0	0	0	0	0
ASV1972	0	3	0	0	0	0	0	0
ASV1973	0	3	0	0	0	0	0	0
ASV1974	0	3	0	0	0	0	0	0
ASV1975	0	3	0	0	0	0	0	0
ASV1976	0	3	0	0	0	0	0	0
ASV1977	0	3	0	0	0	0	0	0
ASV1978	0	3	0	0	0	0	0	0
ASV1979	0	3	0	0	0	0	0	0
ASV1980	0	3	0	0	0	0	0	0
ASV1981	0	3	0	0	0	0	0	0
ASV1982	0	3	0	0	0	0	0	0
ASV1983	0	3	0	0	0	0	0	0
ASV1984	0	3	0	0	0	0	0	0
ASV1985	0	3	0	0	0	0	0	0
ASV1986	0	3	0	0	0	0	0	0
ASV1987	0	3	0	0	0	0	0	0
ASV1988	0	3	0	0	0	0	0	0
ASV1989	0	3	0	0	0	0	0	0
ASV1990	0	3	0	0	0	0	0	0
ASV1991	0	3	0	0	0	0	0	0
ASV1992	0	3	0	0	0	0	0	0
ASV1993	0	3	0	0	0	0	0	0
ASV1994	0	3	0	0	0	0	0	0
ASV1995	0	3	0	0	0	0	0	0
ASV1996	0	3	0	0	0	0	0	0
ASV1997	0	3	0	0	0	0	0	0
ASV1998	0	3	0	0	0	0	0	0
ASV1999	0	3	0	0	0	0	0	0
ASV2000	0	3	0	0	0	0	0	0
ASV2001	0	3	0	0	0	0	0	0
ASV2002	0	3	0	0	0	0	0	0
ASV2003	0	3	0	0	0	0	0	0
ASV2004	0	3	0	0	0	0	0	0
ASV2005	0	3	0	0	0	0	0	0
ASV2006	0	3	0	0	0	0	0	0
ASV2007	0	3	0	0	0	0	0	0
ASV2008	0	3	0	0	0	0	0	0
ASV2009	0	3	0	0	0	0	0	0
ASV2010	0	3	0	0	0	0	0	0
ASV2011	0	3	0	0	0	0	0	0
ASV2012	0	3	0	0	0	0	0	0
ASV2013	0	0	3	0	0	0	0	0
ASV2014	0	0	3	0	0	0	0	0
ASV2015	0	0	3	0	0	0	0	0
ASV2016	0	0	3	0	0	0	0	0
ASV2017	0	0	3	0	0	0	0	0
ASV2018	0	0	3	0	0	0	0	0
ASV2019	0	0	3	0	0	0	0	0
ASV2020	0	0	3	0	0	0	0	0
ASV2021	0	0	3	0	0	0	0	0
ASV2022	0	0	3	0	0	0	0	0
ASV2023	0	0	3	0	0	0	0	0
ASV2024	0	0	3	0	0	0	0	0
ASV2025	0	0	3	0	0	0	0	0
ASV2026	0	0	3	0	0	0	0	0
ASV2027	0	0	3	0	0	0	0	0
ASV2028	0	0	3	0	0	0	0	0
ASV2029	0	0	3	0	0	0	0	0
ASV2030	0	0	3	0	0	0	0	0
ASV2031	0	0	3	0	0	0	0	0
ASV2032	0	0	3	0	0	0	0	0
ASV2033	0	0	3	0	0	0	0	0
ASV2034	0	0	3	0	0	0	0	0
ASV2035	0	0	3	0	0	0	0	0
ASV2036	0	0	3	0	0	0	0	0
ASV2037	0	0	3	0	0	0	0	0
ASV2038	0	0	3	0	0	0	0	0
ASV2039	0	0	3	0	0	0	0	0
ASV2040	0	0	3	0	0	0	0	0
ASV2041	0	0	3	0	0	0	0	0
ASV2042	0	0	3	0	0	0	0	0
ASV2043	0	0	3	0	0	0	0	0
ASV2044	0	0	3	0	0	0	0	0
ASV2045	0	0	3	0	0	0	0	0
ASV2046	0	0	3	0	0	0	0	0
ASV2047	0	0	3	0	0	0	0	0
ASV2048	0	0	3	0	0	0	0	0
ASV2049	0	0	3	0	0	0	0	0
ASV2050	0	0	3	0	0	0	0	0
ASV2051	0	0	3	0	0	0	0	0
ASV2052	0	0	3	0	0	0	0	0
ASV2053	0	0	3	0	0	0	0	0
ASV2054	0	0	3	0	0	0	0	0
ASV2055	0	0	3	0	0	0	0	0
ASV2056	0	0	3	0	0	0	0	0
ASV2057	0	0	3	0	0	0	0	0
ASV2058	0	0	3	0	0	0	0	0
ASV2059	0	0	3	0	0	0	0	0
ASV2060	0	0	3	0	0	0	0	0
ASV2061	0	0	3	0	0	0	0	0
ASV2062	0	0	3	0	0	0	0	0
ASV2063	0	0	3	0	0	0	0	0
ASV2064	0	0	3	0	0	0	0	0
ASV2065	0	0	3	0	0	0	0	0
ASV2066	0	0	3	0	0	0	0	0
ASV2067	0	0	3	0	0	0	0	0
ASV2068	0	0	3	0	0	0	0	0
ASV2069	0	0	3	0	0	0	0	0
ASV2070	0	0	3	0	0	0	0	0
ASV2071	0	0	3	0	0	0	0	0
ASV2072	0	0	3	0	0	0	0	0
ASV2073	0	0	3	0	0	0	0	0
ASV2074	0	0	3	0	0	0	0	0
ASV2075	0	0	3	0	0	0	0	0
ASV2076	0	0	3	0	0	0	0	0
ASV2077	0	0	3	0	0	0	0	0
ASV2078	0	0	3	0	0	0	0	0
ASV2079	0	0	3	0	0	0	0	0
ASV2080	0	0	3	0	0	0	0	0
ASV2081	0	0	3	0	0	0	0	0
ASV2082	0	0	3	0	0	0	0	0
ASV2083	0	0	3	0	0	0	0	0
ASV2084	0	0	3	0	0	0	0	0
ASV2085	0	0	3	0	0	0	0	0
ASV2086	0	0	3	0	0	0	0	0
ASV2087	0	0	3	0	0	0	0	0
ASV2088	0	0	3	0	0	0	0	0
ASV2089	0	0	3	0	0	0	0	0
ASV2090	0	0	3	0	0	0	0	0
ASV2091	0	0	3	0	0	0	0	0
ASV2092	0	0	3	0	0	0	0	0
ASV2093	0	0	3	0	0	0	0	0
ASV2094	0	0	3	0	0	0	0	0
ASV2095	0	0	3	0	0	0	0	0
ASV2096	0	0	3	0	0	0	0	0
ASV2097	0	0	3	0	0	0	0	0
ASV2098	0	0	3	0	0	0	0	0
ASV2099	0	0	3	0	0	0	0	0
ASV2100	0	0	3	0	0	0	0	0
ASV2101	0	0	3	0	0	0	0	0
ASV2102	0	0	3	0	0	0	0	0
ASV2103	0	0	0	3	0	0	0	0
ASV2104	0	0	0	0	3	0	0	0
ASV2105	0	0	0	0	3	0	0	0
ASV2106	0	0	0	0	3	0	0	0
ASV2107	0	0	0	0	3	0	0	0
ASV2108	0	0	0	0	3	0	0	0
ASV2109	0	0	0	0	3	0	0	0
ASV2110	0	0	0	0	3	0	0	0
ASV2111	0	0	0	0	3	0	0	0
ASV2112	0	0	0	0	3	0	0	0
ASV2113	0	0	0	0	3	0	0	0
ASV2114	0	0	0	0	3	0	0	0
ASV2115	0	0	0	0	3	0	0	0
ASV2116	0	0	0	0	3	0	0	0
ASV2117	0	0	0	0	3	0	0	0
ASV2118	0	0	0	0	3	0	0	0
ASV2119	0	0	0	0	3	0	0	0
ASV2120	0	0	0	0	3	0	0	0
ASV2121	0	0	0	0	3	0	0	0
ASV2122	0	0	0	0	3	0	0	0
ASV2123	0	0	0	0	3	0	0	0
ASV2124	0	0	0	0	3	0	0	0
ASV2125	0	0	0	0	3	0	0	0
ASV2126	0	0	0	0	3	0	0	0
ASV2127	0	0	0	0	3	0	0	0
ASV2128	0	0	0	0	3	0	0	0
ASV2129	0	0	0	0	3	0	0	0
ASV2130	0	0	0	0	3	0	0	0
ASV2131	0	0	0	0	0	3	0	0
ASV2132	0	0	0	0	0	3	0	0
ASV2133	0	0	0	0	0	3	0	0
ASV2134	0	0	0	0	0	3	0	0
ASV2135	0	0	0	0	0	3	0	0
ASV2136	0	0	0	0	0	3	0	0
ASV2137	0	0	0	0	0	3	0	0
ASV2138	0	0	0	0	0	3	0	0
ASV2139	0	0	0	0	0	3	0	0
ASV2140	0	0	0	0	0	3	0	0
ASV2141	0	0	0	0	0	3	0	0
ASV2142	0	0	0	0	0	3	0	0
ASV2143	0	0	0	0	0	3	0	0
ASV2144	0	0	0	0	0	3	0	0
ASV2145	0	0	0	0	0	3	0	0
ASV2146	0	0	0	0	0	3	0	0
ASV2147	0	0	0	0	0	3	0	0
ASV2148	0	0	0	0	0	3	0	0
ASV2149	0	0	0	0	0	3	0	0
ASV2150	0	0	0	0	0	3	0	0
ASV2151	0	0	0	0	0	3	0	0
ASV2152	0	0	0	0	0	3	0	0
ASV2153	0	0	0	0	0	3	0	0
ASV2154	0	0	0	0	0	3	0	0
ASV2155	0	0	0	0	0	3	0	0
ASV2156	0	0	0	0	0	3	0	0
ASV2157	0	0	0	0	0	3	0	0
ASV2158	0	0	0	0	0	3	0	0
ASV2159	0	0	0	0	0	3	0	0
ASV2160	0	0	0	0	0	3	0	0
ASV2161	0	0	0	0	0	3	0	0
ASV2162	0	0	0	0	0	3	0	0
ASV2163	0	0	0	0	0	3	0	0
ASV2164	0	0	0	0	0	3	0	0
ASV2165	0	0	0	0	0	3	0	0
ASV2166	0	0	0	0	0	3	0	0
ASV2167	0	0	0	0	0	3	0	0
ASV2168	0	0	0	0	0	3	0	0
ASV2169	0	0	0	0	0	3	0	0
ASV2170	0	0	0	0	0	3	0	0
ASV2171	0	0	0	0	0	3	0	0
ASV2172	0	0	0	0	0	3	0	0
ASV2173	0	0	0	0	0	3	0	0
ASV2174	0	0	0	0	0	3	0	0
ASV2175	0	0	0	0	0	3	0	0
ASV2176	0	0	0	0	0	3	0	0
ASV2177	0	0	0	0	0	3	0	0
ASV2178	0	0	0	0	0	3	0	0
ASV2179	0	0	0	0	0	3	0	0
ASV2180	0	0	0	0	0	3	0	0
ASV2181	0	0	0	0	0	3	0	0
ASV2182	0	0	0	0	0	3	0	0
ASV2183	0	0	0	0	0	3	0	0
ASV2184	0	0	0	0	0	3	0	0
ASV2185	0	0	0	0	0	3	0	0
ASV2186	0	0	0	0	0	3	0	0
ASV2187	0	0	0	0	0	3	0	0
ASV2188	0	0	0	0	0	3	0	0
ASV2189	0	0	0	0	0	3	0	0
ASV2190	0	0	0	0	0	3	0	0
ASV2191	0	0	0	0	0	3	0	0
ASV2192	0	0	0	0	0	3	0	0
ASV2193	0	0	0	0	0	3	0	0
ASV2194	0	0	0	0	0	3	0	0
ASV2195	0	0	0	0	0	3	0	0
ASV2196	0	0	0	0	0	3	0	0
ASV2197	0	0	0	0	0	3	0	0
ASV2198	0	0	0	0	0	3	0	0
ASV2199	0	0	0	0	0	3	0	0
ASV2200	0	0	0	0	0	3	0	0
ASV2201	0	0	0	0	0	3	0	0
ASV2202	0	0	0	0	0	3	0	0
ASV2203	0	0	0	0	0	3	0	0
ASV2204	0	0	0	0	0	3	0	0
ASV2205	0	0	0	0	0	3	0	0
ASV2206	0	0	0	0	0	3	0	0
ASV2207	0	0	0	0	0	3	0	0
ASV2208	0	0	0	0	0	3	0	0
ASV2209	0	0	0	0	0	3	0	0
ASV2210	0	0	0	0	0	3	0	0
ASV2211	0	0	0	0	0	3	0	0
ASV2212	0	0	0	0	0	3	0	0
ASV2213	0	0	0	0	0	3	0	0
ASV2214	0	0	0	0	0	3	0	0
ASV2215	0	0	0	0	0	3	0	0
ASV2216	0	0	0	0	0	3	0	0
ASV2217	2	0	0	0	0	0	0	0
ASV2218	2	0	0	0	0	0	0	0
ASV2219	2	0	0	0	0	0	0	0
ASV2220	2	0	0	0	0	0	0	0
ASV2221	2	0	0	0	0	0	0	0
ASV2222	2	0	0	0	0	0	0	0
ASV2223	2	0	0	0	0	0	0	0
ASV2224	2	0	0	0	0	0	0	0
ASV2225	2	0	0	0	0	0	0	0
ASV2226	2	0	0	0	0	0	0	0
ASV2227	2	0	0	0	0	0	0	0
ASV2228	2	0	0	0	0	0	0	0
ASV2229	2	0	0	0	0	0	0	0
ASV2230	2	0	0	0	0	0	0	0
ASV2231	2	0	0	0	0	0	0	0
ASV2232	2	0	0	0	0	0	0	0
ASV2233	2	0	0	0	0	0	0	0
ASV2234	2	0	0	0	0	0	0	0
ASV2235	2	0	0	0	0	0	0	0
ASV2236	2	0	0	0	0	0	0	0
ASV2237	2	0	0	0	0	0	0	0
ASV2238	2	0	0	0	0	0	0	0
ASV2239	2	0	0	0	0	0	0	0
ASV2240	2	0	0	0	0	0	0	0
ASV2241	2	0	0	0	0	0	0	0
ASV2242	2	0	0	0	0	0	0	0
ASV2243	2	0	0	0	0	0	0	0
ASV2244	2	0	0	0	0	0	0	0
ASV2245	2	0	0	0	0	0	0	0
ASV2246	2	0	0	0	0	0	0	0
ASV2247	2	0	0	0	0	0	0	0
ASV2248	2	0	0	0	0	0	0	0
ASV2249	2	0	0	0	0	0	0	0
ASV2250	2	0	0	0	0	0	0	0
ASV2251	0	2	0	0	0	0	0	0
ASV2252	0	2	0	0	0	0	0	0
ASV2253	0	2	0	0	0	0	0	0
ASV2254	0	2	0	0	0	0	0	0
ASV2255	0	2	0	0	0	0	0	0
ASV2256	0	2	0	0	0	0	0	0
ASV2257	0	2	0	0	0	0	0	0
ASV2258	0	2	0	0	0	0	0	0
ASV2259	0	2	0	0	0	0	0	0
ASV2260	0	2	0	0	0	0	0	0
ASV2261	0	2	0	0	0	0	0	0
ASV2262	0	2	0	0	0	0	0	0
ASV2263	0	2	0	0	0	0	0	0
ASV2264	0	2	0	0	0	0	0	0
ASV2265	0	2	0	0	0	0	0	0
ASV2266	0	2	0	0	0	0	0	0
ASV2267	0	2	0	0	0	0	0	0
ASV2268	0	2	0	0	0	0	0	0
ASV2269	0	2	0	0	0	0	0	0
ASV2270	0	2	0	0	0	0	0	0
ASV2271	0	2	0	0	0	0	0	0
ASV2272	0	2	0	0	0	0	0	0
ASV2273	0	2	0	0	0	0	0	0
ASV2274	0	2	0	0	0	0	0	0
ASV2275	0	2	0	0	0	0	0	0
ASV2276	0	2	0	0	0	0	0	0
ASV2277	0	2	0	0	0	0	0	0
ASV2278	0	2	0	0	0	0	0	0
ASV2279	0	2	0	0	0	0	0	0
ASV2280	0	2	0	0	0	0	0	0
ASV2281	0	2	0	0	0	0	0	0
ASV2282	0	2	0	0	0	0	0	0
ASV2283	0	2	0	0	0	0	0	0
ASV2284	0	2	0	0	0	0	0	0
ASV2285	0	2	0	0	0	0	0	0
ASV2286	0	2	0	0	0	0	0	0
ASV2287	0	2	0	0	0	0	0	0
ASV2288	0	2	0	0	0	0	0	0
ASV2289	0	2	0	0	0	0	0	0
ASV2290	0	2	0	0	0	0	0	0
ASV2291	0	2	0	0	0	0	0	0
ASV2292	0	2	0	0	0	0	0	0
ASV2293	0	2	0	0	0	0	0	0
ASV2294	0	2	0	0	0	0	0	0
ASV2295	0	2	0	0	0	0	0	0
ASV2296	0	2	0	0	0	0	0	0
ASV2297	0	2	0	0	0	0	0	0
ASV2298	0	2	0	0	0	0	0	0
ASV2299	0	2	0	0	0	0	0	0
ASV2300	0	2	0	0	0	0	0	0
ASV2301	0	2	0	0	0	0	0	0
ASV2302	0	2	0	0	0	0	0	0
ASV2303	0	2	0	0	0	0	0	0
ASV2304	0	2	0	0	0	0	0	0
ASV2305	0	2	0	0	0	0	0	0
ASV2306	0	2	0	0	0	0	0	0
ASV2307	0	2	0	0	0	0	0	0
ASV2308	0	2	0	0	0	0	0	0
ASV2309	0	2	0	0	0	0	0	0
ASV2310	0	2	0	0	0	0	0	0
ASV2311	0	2	0	0	0	0	0	0
ASV2312	0	2	0	0	0	0	0	0
ASV2313	0	2	0	0	0	0	0	0
ASV2314	0	2	0	0	0	0	0	0
ASV2315	0	2	0	0	0	0	0	0
ASV2316	0	2	0	0	0	0	0	0
ASV2317	0	2	0	0	0	0	0	0
ASV2318	0	2	0	0	0	0	0	0
ASV2319	0	2	0	0	0	0	0	0
ASV2320	0	2	0	0	0	0	0	0
ASV2321	0	2	0	0	0	0	0	0
ASV2322	0	2	0	0	0	0	0	0
ASV2323	0	2	0	0	0	0	0	0
ASV2324	0	2	0	0	0	0	0	0
ASV2325	0	2	0	0	0	0	0	0
ASV2326	0	2	0	0	0	0	0	0
ASV2327	0	2	0	0	0	0	0	0
ASV2328	0	2	0	0	0	0	0	0
ASV2329	0	2	0	0	0	0	0	0
ASV2330	0	2	0	0	0	0	0	0
ASV2331	0	2	0	0	0	0	0	0
ASV2332	0	2	0	0	0	0	0	0
ASV2333	0	2	0	0	0	0	0	0
ASV2334	0	2	0	0	0	0	0	0
ASV2335	0	2	0	0	0	0	0	0
ASV2336	0	2	0	0	0	0	0	0
ASV2337	0	2	0	0	0	0	0	0
ASV2338	0	2	0	0	0	0	0	0
ASV2339	0	2	0	0	0	0	0	0
ASV2340	0	2	0	0	0	0	0	0
ASV2341	0	2	0	0	0	0	0	0
ASV2342	0	2	0	0	0	0	0	0
ASV2343	0	2	0	0	0	0	0	0
ASV2344	0	2	0	0	0	0	0	0
ASV2345	0	2	0	0	0	0	0	0
ASV2346	0	2	0	0	0	0	0	0
ASV2347	0	2	0	0	0	0	0	0
ASV2348	0	2	0	0	0	0	0	0
ASV2349	0	2	0	0	0	0	0	0
ASV2350	0	2	0	0	0	0	0	0
ASV2351	0	2	0	0	0	0	0	0
ASV2352	0	2	0	0	0	0	0	0
ASV2353	0	2	0	0	0	0	0	0
ASV2354	0	2	0	0	0	0	0	0
ASV2355	0	2	0	0	0	0	0	0
ASV2356	0	2	0	0	0	0	0	0
ASV2357	0	2	0	0	0	0	0	0
ASV2358	0	2	0	0	0	0	0	0
ASV2359	0	2	0	0	0	0	0	0
ASV2360	0	2	0	0	0	0	0	0
ASV2361	0	2	0	0	0	0	0	0
ASV2362	0	2	0	0	0	0	0	0
ASV2363	0	2	0	0	0	0	0	0
ASV2364	0	2	0	0	0	0	0	0
ASV2365	0	2	0	0	0	0	0	0
ASV2366	0	2	0	0	0	0	0	0
ASV2367	0	2	0	0	0	0	0	0
ASV2368	0	2	0	0	0	0	0	0
ASV2369	0	2	0	0	0	0	0	0
ASV2370	0	2	0	0	0	0	0	0
ASV2371	0	2	0	0	0	0	0	0
ASV2372	0	2	0	0	0	0	0	0
ASV2373	0	2	0	0	0	0	0	0
ASV2374	0	2	0	0	0	0	0	0
ASV2375	0	2	0	0	0	0	0	0
ASV2376	0	2	0	0	0	0	0	0
ASV2377	0	2	0	0	0	0	0	0
ASV2378	0	2	0	0	0	0	0	0
ASV2379	0	2	0	0	0	0	0	0
ASV2380	0	2	0	0	0	0	0	0
ASV2381	0	2	0	0	0	0	0	0
ASV2382	0	2	0	0	0	0	0	0
ASV2383	0	2	0	0	0	0	0	0
ASV2384	0	2	0	0	0	0	0	0
ASV2385	0	2	0	0	0	0	0	0
ASV2386	0	2	0	0	0	0	0	0
ASV2387	0	2	0	0	0	0	0	0
ASV2388	0	2	0	0	0	0	0	0
ASV2389	0	2	0	0	0	0	0	0
ASV2390	0	2	0	0	0	0	0	0
ASV2391	0	2	0	0	0	0	0	0
ASV2392	0	2	0	0	0	0	0	0
ASV2393	0	2	0	0	0	0	0	0
ASV2394	0	2	0	0	0	0	0	0
ASV2395	0	2	0	0	0	0	0	0
ASV2396	0	0	2	0	0	0	0	0
ASV2397	0	0	2	0	0	0	0	0
ASV2398	0	0	2	0	0	0	0	0
ASV2399	0	0	2	0	0	0	0	0
ASV2400	0	0	2	0	0	0	0	0
ASV2401	0	0	2	0	0	0	0	0
ASV2402	0	0	2	0	0	0	0	0
ASV2403	0	0	2	0	0	0	0	0
ASV2404	0	0	2	0	0	0	0	0
ASV2405	0	0	2	0	0	0	0	0
ASV2406	0	0	2	0	0	0	0	0
ASV2407	0	0	2	0	0	0	0	0
ASV2408	0	0	2	0	0	0	0	0
ASV2409	0	0	2	0	0	0	0	0
ASV2410	0	0	2	0	0	0	0	0
ASV2411	0	0	2	0	0	0	0	0
ASV2412	0	0	2	0	0	0	0	0
ASV2413	0	0	2	0	0	0	0	0
ASV2414	0	0	2	0	0	0	0	0
ASV2415	0	0	2	0	0	0	0	0
ASV2416	0	0	2	0	0	0	0	0
ASV2417	0	0	2	0	0	0	0	0
ASV2418	0	0	2	0	0	0	0	0
ASV2419	0	0	2	0	0	0	0	0
ASV2420	0	0	2	0	0	0	0	0
ASV2421	0	0	2	0	0	0	0	0
ASV2422	0	0	2	0	0	0	0	0
ASV2423	0	0	2	0	0	0	0	0
ASV2424	0	0	2	0	0	0	0	0
ASV2425	0	0	2	0	0	0	0	0
ASV2426	0	0	2	0	0	0	0	0
ASV2427	0	0	2	0	0	0	0	0
ASV2428	0	0	2	0	0	0	0	0
ASV2429	0	0	2	0	0	0	0	0
ASV2430	0	0	2	0	0	0	0	0
ASV2431	0	0	2	0	0	0	0	0
ASV2432	0	0	2	0	0	0	0	0
ASV2433	0	0	2	0	0	0	0	0
ASV2434	0	0	2	0	0	0	0	0
ASV2435	0	0	2	0	0	0	0	0
ASV2436	0	0	2	0	0	0	0	0
ASV2437	0	0	2	0	0	0	0	0
ASV2438	0	0	2	0	0	0	0	0
ASV2439	0	0	2	0	0	0	0	0
ASV2440	0	0	2	0	0	0	0	0
ASV2441	0	0	2	0	0	0	0	0
ASV2442	0	0	2	0	0	0	0	0
ASV2443	0	0	2	0	0	0	0	0
ASV2444	0	0	2	0	0	0	0	0
ASV2445	0	0	2	0	0	0	0	0
ASV2446	0	0	2	0	0	0	0	0
ASV2447	0	0	2	0	0	0	0	0
ASV2448	0	0	2	0	0	0	0	0
ASV2449	0	0	2	0	0	0	0	0
ASV2450	0	0	2	0	0	0	0	0
ASV2451	0	0	2	0	0	0	0	0
ASV2452	0	0	2	0	0	0	0	0
ASV2453	0	0	2	0	0	0	0	0
ASV2454	0	0	2	0	0	0	0	0
ASV2455	0	0	2	0	0	0	0	0
ASV2456	0	0	2	0	0	0	0	0
ASV2457	0	0	2	0	0	0	0	0
ASV2458	0	0	2	0	0	0	0	0
ASV2459	0	0	2	0	0	0	0	0
ASV2460	0	0	2	0	0	0	0	0
ASV2461	0	0	2	0	0	0	0	0
ASV2462	0	0	2	0	0	0	0	0
ASV2463	0	0	2	0	0	0	0	0
ASV2464	0	0	2	0	0	0	0	0
ASV2465	0	0	2	0	0	0	0	0
ASV2466	0	0	2	0	0	0	0	0
ASV2467	0	0	2	0	0	0	0	0
ASV2468	0	0	2	0	0	0	0	0
ASV2469	0	0	2	0	0	0	0	0
ASV2470	0	0	2	0	0	0	0	0
ASV2471	0	0	2	0	0	0	0	0
ASV2472	0	0	2	0	0	0	0	0
ASV2473	0	0	2	0	0	0	0	0
ASV2474	0	0	2	0	0	0	0	0
ASV2475	0	0	2	0	0	0	0	0
ASV2476	0	0	2	0	0	0	0	0
ASV2477	0	0	2	0	0	0	0	0
ASV2478	0	0	2	0	0	0	0	0
ASV2479	0	0	2	0	0	0	0	0
ASV2480	0	0	2	0	0	0	0	0
ASV2481	0	0	2	0	0	0	0	0
ASV2482	0	0	2	0	0	0	0	0
ASV2483	0	0	2	0	0	0	0	0
ASV2484	0	0	2	0	0	0	0	0
ASV2485	0	0	2	0	0	0	0	0
ASV2486	0	0	2	0	0	0	0	0
ASV2487	0	0	2	0	0	0	0	0
ASV2488	0	0	2	0	0	0	0	0
ASV2489	0	0	2	0	0	0	0	0
ASV2490	0	0	2	0	0	0	0	0
ASV2491	0	0	2	0	0	0	0	0
ASV2492	0	0	2	0	0	0	0	0
ASV2493	0	0	2	0	0	0	0	0
ASV2494	0	0	2	0	0	0	0	0
ASV2495	0	0	2	0	0	0	0	0
ASV2496	0	0	2	0	0	0	0	0
ASV2497	0	0	2	0	0	0	0	0
ASV2498	0	0	2	0	0	0	0	0
ASV2499	0	0	2	0	0	0	0	0
ASV2500	0	0	2	0	0	0	0	0
ASV2501	0	0	2	0	0	0	0	0
ASV2502	0	0	2	0	0	0	0	0
ASV2503	0	0	0	2	0	0	0	0
ASV2504	0	0	0	2	0	0	0	0
ASV2505	0	0	0	2	0	0	0	0
ASV2506	0	0	0	2	0	0	0	0
ASV2507	0	0	0	2	0	0	0	0
ASV2508	0	0	0	2	0	0	0	0
ASV2509	0	0	0	2	0	0	0	0
ASV2510	0	0	0	2	0	0	0	0
ASV2511	0	0	0	2	0	0	0	0
ASV2512	0	0	0	2	0	0	0	0
ASV2513	0	0	0	2	0	0	0	0
ASV2514	0	0	0	2	0	0	0	0
ASV2515	0	0	0	2	0	0	0	0
ASV2516	0	0	0	2	0	0	0	0
ASV2517	0	0	0	2	0	0	0	0
ASV2518	0	0	0	2	0	0	0	0
ASV2519	0	0	0	2	0	0	0	0
ASV2520	0	0	0	2	0	0	0	0
ASV2521	0	0	0	2	0	0	0	0
ASV2522	0	0	0	2	0	0	0	0
ASV2523	0	0	0	2	0	0	0	0
ASV2524	0	0	0	2	0	0	0	0
ASV2525	0	0	0	2	0	0	0	0
ASV2526	0	0	0	2	0	0	0	0
ASV2527	0	0	0	2	0	0	0	0
ASV2528	0	0	0	2	0	0	0	0
ASV2529	0	0	0	2	0	0	0	0
ASV2530	0	0	0	2	0	0	0	0
ASV2531	0	0	0	2	0	0	0	0
ASV2532	0	0	0	2	0	0	0	0
ASV2533	0	0	0	2	0	0	0	0
ASV2534	0	0	0	2	0	0	0	0
ASV2535	0	0	0	2	0	0	0	0
ASV2536	0	0	0	2	0	0	0	0
ASV2537	0	0	0	2	0	0	0	0
ASV2538	0	0	0	2	0	0	0	0
ASV2539	0	0	0	2	0	0	0	0
ASV2540	0	0	0	2	0	0	0	0
ASV2541	0	0	0	2	0	0	0	0
ASV2542	0	0	0	2	0	0	0	0
ASV2543	0	0	0	2	0	0	0	0
ASV2544	0	0	0	2	0	0	0	0
ASV2545	0	0	0	2	0	0	0	0
ASV2546	0	0	0	2	0	0	0	0
ASV2547	0	0	0	2	0	0	0	0
ASV2548	0	0	0	2	0	0	0	0
ASV2549	0	0	0	2	0	0	0	0
ASV2550	0	0	0	2	0	0	0	0
ASV2551	0	0	0	2	0	0	0	0
ASV2552	0	0	0	2	0	0	0	0
ASV2553	0	0	0	2	0	0	0	0
ASV2554	0	0	0	2	0	0	0	0
ASV2555	0	0	0	2	0	0	0	0
ASV2556	0	0	0	2	0	0	0	0
ASV2557	0	0	0	2	0	0	0	0
ASV2558	0	0	0	2	0	0	0	0
ASV2559	0	0	0	2	0	0	0	0
ASV2560	0	0	0	2	0	0	0	0
ASV2561	0	0	0	2	0	0	0	0
ASV2562	0	0	0	2	0	0	0	0
ASV2563	0	0	0	2	0	0	0	0
ASV2564	0	0	0	2	0	0	0	0
ASV2565	0	0	0	2	0	0	0	0
ASV2566	0	0	0	2	0	0	0	0
